# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Jan 18 21:18:40 2023
# Spectral unit: Wavelength[nm]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
4.311176604e+02 8.75953e-01 9.99998e-01 9.99999e-01 9.99547e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.76350e-01 9.99999e-01
4.313332192e+02 8.76170e-01 9.99998e-01 9.99999e-01 9.99532e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.76581e-01 9.99999e-01
4.315488859e+02 8.76388e-01 9.99998e-01 9.99999e-01 9.99517e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.76811e-01 9.99999e-01
4.317646603e+02 8.76604e-01 9.99998e-01 9.99999e-01 9.99501e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.77042e-01 9.99999e-01
4.319805426e+02 8.76821e-01 9.99998e-01 9.99999e-01 9.99486e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.77272e-01 9.99999e-01
4.321965329e+02 8.77038e-01 9.99998e-01 9.99999e-01 9.99472e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.77501e-01 9.99999e-01
4.324126312e+02 8.77256e-01 9.99999e-01 9.99999e-01 9.99460e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.77730e-01 9.99999e-01
4.326288375e+02 8.77475e-01 9.99998e-01 9.99999e-01 9.99448e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.77959e-01 9.99999e-01
4.328451519e+02 8.77695e-01 9.99999e-01 9.99999e-01 9.99439e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.78187e-01 9.99999e-01
4.330615745e+02 8.77916e-01 9.99999e-01 9.99999e-01 9.99431e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.78415e-01 9.99999e-01
4.332781053e+02 8.78139e-01 9.99999e-01 9.99999e-01 9.99427e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.78643e-01 9.99999e-01
4.334947443e+02 8.78363e-01 9.99999e-01 9.99999e-01 9.99423e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.78870e-01 9.99999e-01
4.337114917e+02 8.78588e-01 9.99999e-01 9.99999e-01 9.99422e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.79096e-01 9.99999e-01
4.339283474e+02 8.78815e-01 9.99999e-01 9.99999e-01 9.99422e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.79323e-01 9.99999e-01
4.341453116e+02 8.79043e-01 9.99999e-01 9.99999e-01 9.99425e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.79549e-01 9.99999e-01
4.343623843e+02 8.79271e-01 9.99999e-01 9.99999e-01 9.99428e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.79774e-01 9.99998e-01
4.345795655e+02 8.79500e-01 9.99999e-01 9.99999e-01 9.99432e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.79999e-01 9.99998e-01
4.347968552e+02 8.79728e-01 9.99999e-01 9.99999e-01 9.99436e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.80224e-01 9.99998e-01
4.350142537e+02 8.79956e-01 9.99999e-01 9.99999e-01 9.99441e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.80448e-01 9.99998e-01
4.352317608e+02 8.80182e-01 9.99999e-01 9.99999e-01 9.99445e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.80672e-01 9.99997e-01
4.354493767e+02 8.80408e-01 9.99999e-01 9.99999e-01 9.99448e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.80896e-01 9.99997e-01
4.356671014e+02 8.80633e-01 9.99999e-01 9.99999e-01 9.99450e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.81119e-01 9.99996e-01
4.358849349e+02 8.80856e-01 9.99999e-01 9.99999e-01 9.99451e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.81342e-01 9.99996e-01
4.361028774e+02 8.81078e-01 9.99999e-01 9.99999e-01 9.99451e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.81564e-01 9.99996e-01
4.363209288e+02 8.81297e-01 9.99999e-01 9.99999e-01 9.99448e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.81786e-01 9.99995e-01
4.365390893e+02 8.81514e-01 9.99999e-01 9.99999e-01 9.99444e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.82008e-01 9.99994e-01
4.367573588e+02 8.81728e-01 9.99998e-01 9.99999e-01 9.99437e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.82229e-01 9.99994e-01
4.369757375e+02 8.81940e-01 9.99998e-01 9.99999e-01 9.99427e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.82450e-01 9.99994e-01
4.371942254e+02 8.82149e-01 9.99998e-01 9.99999e-01 9.99415e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.82670e-01 9.99993e-01
4.374128225e+02 8.82355e-01 9.99998e-01 9.99999e-01 9.99400e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.82890e-01 9.99992e-01
4.376315289e+02 8.82557e-01 9.99998e-01 9.99999e-01 9.99381e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.83110e-01 9.99992e-01
4.378503447e+02 8.82756e-01 9.99997e-01 9.99999e-01 9.99360e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.83329e-01 9.99991e-01
4.380692698e+02 8.82954e-01 9.99997e-01 9.99999e-01 9.99338e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.83548e-01 9.99990e-01
4.382883045e+02 8.83148e-01 9.99997e-01 9.99999e-01 9.99311e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.83767e-01 9.99989e-01
4.385074486e+02 8.83340e-01 9.99997e-01 9.99999e-01 9.99283e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.83985e-01 9.99987e-01
4.387267023e+02 8.83530e-01 9.99997e-01 9.99999e-01 9.99253e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.84203e-01 9.99986e-01
4.389460657e+02 8.83716e-01 9.99993e-01 9.99999e-01 9.99223e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.84420e-01 9.99985e-01
4.391655387e+02 8.83905e-01 9.99995e-01 9.99999e-01 9.99191e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.84637e-01 9.99983e-01
4.393851215e+02 8.84089e-01 9.99990e-01 9.99999e-01 9.99161e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.84854e-01 9.99982e-01
4.396048141e+02 8.84280e-01 9.99995e-01 9.99999e-01 9.99130e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.85070e-01 9.99980e-01
4.398246165e+02 8.84462e-01 9.99990e-01 9.99999e-01 9.99099e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.85286e-01 9.99978e-01
4.400445288e+02 8.84643e-01 9.99987e-01 9.99999e-01 9.99065e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.85501e-01 9.99975e-01
4.402645510e+02 8.84833e-01 9.99990e-01 9.99999e-01 9.99036e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.85716e-01 9.99973e-01
4.404846833e+02 8.85009e-01 9.99983e-01 9.99999e-01 9.99003e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.85931e-01 9.99970e-01
4.407049257e+02 8.85202e-01 9.99988e-01 9.99999e-01 9.98977e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.86146e-01 9.99967e-01
4.409252781e+02 8.85385e-01 9.99985e-01 9.99999e-01 9.98948e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.86360e-01 9.99964e-01
4.411457408e+02 8.85555e-01 9.99971e-01 9.99999e-01 9.98917e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.86573e-01 9.99960e-01
4.413663136e+02 8.85723e-01 9.99951e-01 9.99999e-01 9.98890e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.86786e-01 9.99956e-01
4.415869968e+02 8.85896e-01 9.99933e-01 9.99999e-01 9.98868e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.86999e-01 9.99952e-01
4.418077903e+02 8.86070e-01 9.99918e-01 9.99999e-01 9.98845e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.87212e-01 9.99947e-01
4.420286942e+02 8.86308e-01 9.99973e-01 9.99999e-01 9.98825e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.87424e-01 9.99942e-01
4.422497085e+02 8.86466e-01 9.99929e-01 9.99999e-01 9.98813e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.87636e-01 9.99937e-01
4.424708334e+02 8.86654e-01 9.99922e-01 9.99999e-01 9.98800e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.87847e-01 9.99932e-01
4.426920688e+02 8.86549e-01 9.99583e-01 9.99999e-01 9.98789e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.88058e-01 9.99925e-01
4.429134148e+02 8.86956e-01 9.99815e-01 9.99999e-01 9.98785e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.88269e-01 9.99920e-01
4.431348715e+02 8.87096e-01 9.99743e-01 9.99999e-01 9.98784e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.88479e-01 9.99913e-01
4.433564390e+02 8.87475e-01 9.99937e-01 9.99999e-01 9.98788e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.88689e-01 9.99906e-01
4.435781172e+02 8.87692e-01 9.99939e-01 9.99999e-01 9.98801e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.88898e-01 9.99899e-01
4.437999063e+02 8.87893e-01 9.99930e-01 9.99999e-01 9.98809e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.89107e-01 9.99892e-01
4.440218062e+02 8.88131e-01 9.99951e-01 9.99999e-01 9.98829e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.89316e-01 9.99884e-01
4.442438171e+02 8.88277e-01 9.99879e-01 9.99999e-01 9.98840e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.89524e-01 9.99876e-01
4.444659390e+02 8.88512e-01 9.99897e-01 9.99999e-01 9.98861e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.89732e-01 9.99867e-01
4.446881720e+02 8.88761e-01 9.99931e-01 9.99999e-01 9.98884e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.89940e-01 9.99857e-01
4.449105161e+02 8.88902e-01 9.99846e-01 9.99999e-01 9.98906e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.90147e-01 9.99845e-01
4.451329713e+02 8.89182e-01 9.99923e-01 9.99999e-01 9.98927e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.90354e-01 9.99830e-01
4.453555378e+02 8.89342e-01 9.99867e-01 9.99999e-01 9.98948e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.90561e-01 9.99814e-01
4.455782156e+02 8.89599e-01 9.99920e-01 9.99999e-01 9.98969e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.90767e-01 9.99795e-01
4.458010047e+02 8.89743e-01 9.99859e-01 9.99999e-01 9.98982e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.90973e-01 9.99774e-01
4.460239052e+02 8.90032e-01 9.99956e-01 9.99999e-01 9.99000e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.91178e-01 9.99755e-01
4.462469172e+02 8.90250e-01 9.99968e-01 9.99999e-01 9.99014e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.91384e-01 9.99743e-01
4.464700406e+02 8.90360e-01 9.99861e-01 9.99999e-01 9.99019e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.91588e-01 9.99739e-01
4.466932756e+02 8.90674e-01 9.99973e-01 9.99999e-01 9.99027e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.91793e-01 9.99742e-01
4.469166223e+02 8.90891e-01 9.99979e-01 9.99999e-01 9.99027e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.91997e-01 9.99751e-01
4.471400806e+02 8.91061e-01 9.99927e-01 9.99999e-01 9.99029e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.92200e-01 9.99764e-01
4.473636506e+02 8.91308e-01 9.99966e-01 9.99999e-01 9.99023e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.92404e-01 9.99780e-01
4.475873324e+02 8.91520e-01 9.99972e-01 9.99999e-01 9.99010e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.92607e-01 9.99798e-01
4.478111261e+02 8.91713e-01 9.99958e-01 9.99999e-01 9.98996e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.92809e-01 9.99816e-01
4.480350317e+02 8.91937e-01 9.99986e-01 9.99999e-01 9.98974e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.93011e-01 9.99834e-01
4.482590492e+02 8.92142e-01 9.99988e-01 9.99999e-01 9.98957e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.93213e-01 9.99853e-01
4.484831787e+02 8.92325e-01 9.99974e-01 9.99999e-01 9.98932e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.93415e-01 9.99870e-01
4.487074203e+02 8.92538e-01 9.99991e-01 9.99999e-01 9.98914e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.93616e-01 9.99886e-01
4.489317740e+02 8.92724e-01 9.99988e-01 9.99999e-01 9.98885e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.93817e-01 9.99901e-01
4.491562399e+02 8.92907e-01 9.99994e-01 9.99999e-01 9.98847e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.94017e-01 9.99914e-01
4.493808180e+02 8.93075e-01 9.99984e-01 9.99999e-01 9.98810e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.94217e-01 9.99926e-01
4.496055084e+02 8.93268e-01 9.99997e-01 9.99999e-01 9.98779e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.94417e-01 9.99936e-01
4.498303112e+02 8.93450e-01 9.99997e-01 9.99999e-01 9.98750e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.94616e-01 9.99946e-01
4.500552263e+02 8.93639e-01 9.99997e-01 9.99999e-01 9.98731e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.94815e-01 9.99955e-01
4.502802540e+02 8.93823e-01 9.99995e-01 9.99999e-01 9.98709e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.95014e-01 9.99962e-01
4.505053941e+02 8.94017e-01 9.99997e-01 9.99999e-01 9.98695e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.95212e-01 9.99969e-01
4.507306468e+02 8.94207e-01 9.99998e-01 9.99999e-01 9.98681e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.95410e-01 9.99974e-01
4.509560121e+02 8.94400e-01 9.99998e-01 9.99999e-01 9.98672e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.95608e-01 9.99979e-01
4.511814901e+02 8.94599e-01 9.99997e-01 9.99999e-01 9.98671e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.95805e-01 9.99983e-01
4.514070809e+02 8.94798e-01 9.99998e-01 9.99999e-01 9.98669e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.96002e-01 9.99986e-01
4.516327844e+02 8.95003e-01 9.99998e-01 9.99999e-01 9.98675e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.96199e-01 9.99989e-01
4.518586008e+02 8.95203e-01 9.99997e-01 9.99999e-01 9.98679e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.96395e-01 9.99992e-01
4.520845301e+02 8.95399e-01 9.99995e-01 9.99999e-01 9.98680e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.96591e-01 9.99994e-01
4.523105723e+02 8.95603e-01 9.99996e-01 9.99999e-01 9.98687e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.96786e-01 9.99995e-01
4.525367276e+02 8.95799e-01 9.99986e-01 9.99999e-01 9.98697e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.96981e-01 9.99996e-01
4.527629960e+02 8.96007e-01 9.99990e-01 9.99999e-01 9.98707e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.97176e-01 9.99997e-01
4.529893775e+02 8.96211e-01 9.99991e-01 9.99999e-01 9.98716e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.97371e-01 9.99998e-01
4.532158722e+02 8.96406e-01 9.99990e-01 9.99999e-01 9.98719e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.97565e-01 9.99998e-01
4.534424801e+02 8.96606e-01 9.99992e-01 9.99999e-01 9.98722e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.97759e-01 9.99999e-01
4.536692014e+02 8.96806e-01 9.99998e-01 9.99999e-01 9.98725e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.97952e-01 9.99999e-01
4.538960360e+02 8.96993e-01 9.99996e-01 9.99999e-01 9.98720e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.98145e-01 9.99999e-01
4.541229840e+02 8.97182e-01 9.99996e-01 9.99999e-01 9.98715e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.98338e-01 9.99999e-01
4.543500455e+02 8.97361e-01 9.99990e-01 9.99999e-01 9.98707e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.98530e-01 9.99999e-01
4.545772205e+02 8.97542e-01 9.99991e-01 9.99999e-01 9.98694e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.98722e-01 9.99999e-01
4.548045091e+02 8.97722e-01 9.99995e-01 9.99999e-01 9.98677e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.98914e-01 9.99999e-01
4.550319114e+02 8.97891e-01 9.99993e-01 9.99999e-01 9.98654e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.99105e-01 9.99999e-01
4.552594273e+02 8.98053e-01 9.99994e-01 9.99999e-01 9.98621e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.99296e-01 9.99998e-01
4.554870570e+02 8.98215e-01 9.99992e-01 9.99999e-01 9.98592e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.99487e-01 9.99998e-01
4.557148006e+02 8.98367e-01 9.99990e-01 9.99999e-01 9.98553e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.99678e-01 9.99998e-01
4.559426580e+02 8.98519e-01 9.99992e-01 9.99999e-01 9.98509e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.99868e-01 9.99998e-01
4.561706293e+02 8.98669e-01 9.99992e-01 9.99999e-01 9.98465e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.00057e-01 9.99998e-01
4.563987146e+02 8.98815e-01 9.99993e-01 9.99999e-01 9.98416e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.00247e-01 9.99999e-01
4.566269140e+02 8.98956e-01 9.99995e-01 9.99999e-01 9.98360e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.00435e-01 9.99999e-01
4.568552274e+02 8.99098e-01 9.99993e-01 9.99999e-01 9.98311e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.00624e-01 9.99999e-01
4.570836550e+02 8.99236e-01 9.99995e-01 9.99999e-01 9.98253e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.00812e-01 9.99998e-01
4.573121969e+02 8.99367e-01 9.99995e-01 9.99999e-01 9.98191e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.01000e-01 9.99998e-01
4.575408530e+02 8.99500e-01 9.99998e-01 9.99999e-01 9.98129e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.01188e-01 9.99998e-01
4.577696234e+02 8.99634e-01 9.99997e-01 9.99999e-01 9.98071e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.01375e-01 9.99998e-01
4.579985082e+02 8.99768e-01 9.99998e-01 9.99999e-01 9.98011e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.01562e-01 9.99997e-01
4.582275074e+02 8.99897e-01 9.99997e-01 9.99999e-01 9.97950e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.01749e-01 9.99996e-01
4.584566212e+02 9.00020e-01 9.99998e-01 9.99999e-01 9.97880e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.01935e-01 9.99995e-01
4.586858495e+02 9.00155e-01 9.99997e-01 9.99999e-01 9.97825e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.02121e-01 9.99995e-01
4.589151924e+02 9.00277e-01 9.99997e-01 9.99999e-01 9.97757e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.02307e-01 9.99993e-01
4.591446500e+02 9.00406e-01 9.99998e-01 9.99999e-01 9.97696e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.02492e-01 9.99992e-01
4.593742224e+02 9.00528e-01 9.99997e-01 9.99999e-01 9.97627e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.02677e-01 9.99992e-01
4.596039095e+02 9.00661e-01 9.99998e-01 9.99999e-01 9.97570e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.02862e-01 9.99991e-01
4.598337114e+02 9.00790e-01 9.99998e-01 9.99999e-01 9.97510e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.03046e-01 9.99990e-01
4.600636283e+02 9.00925e-01 9.99998e-01 9.99999e-01 9.97458e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.03230e-01 9.99989e-01
4.602936601e+02 9.01060e-01 9.99998e-01 9.99999e-01 9.97408e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.03414e-01 9.99985e-01
4.605238069e+02 9.01202e-01 9.99999e-01 9.99999e-01 9.97365e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.03597e-01 9.99983e-01
4.607540688e+02 9.01344e-01 9.99999e-01 9.99999e-01 9.97319e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.03780e-01 9.99983e-01
4.609844459e+02 9.01492e-01 9.99998e-01 9.99999e-01 9.97284e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.03963e-01 9.99981e-01
4.612149381e+02 9.01650e-01 9.99999e-01 9.99999e-01 9.97260e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.04145e-01 9.99979e-01
4.614455456e+02 9.01810e-01 9.99999e-01 9.99999e-01 9.97237e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.04327e-01 9.99978e-01
4.616762683e+02 9.01985e-01 9.99999e-01 9.99999e-01 9.97231e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.04509e-01 9.99978e-01
4.619071065e+02 9.02165e-01 9.99999e-01 9.99999e-01 9.97232e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.04690e-01 9.99976e-01
4.621380600e+02 9.02348e-01 9.99999e-01 9.99999e-01 9.97236e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.04871e-01 9.99973e-01
4.623691290e+02 9.02543e-01 9.99999e-01 9.99999e-01 9.97254e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.05052e-01 9.99972e-01
4.626003136e+02 9.02740e-01 9.99999e-01 9.99999e-01 9.97276e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.05232e-01 9.99970e-01
